ITEM¹øÈ£	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	»óÁ¡ ÆÇ¸Å°¡	»óÁ¡¿¡¼­ »ì ¶§	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
74006	´ÏÆ®¹êµå(Ã¼Å©¹«´Ì)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1006	0	0	0	0	0
74007	´ÏÆ®¹êµå(ÆÄ¶õ»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1007	0	0	0	0	0
74008	´ÏÆ®¹êµå(ÃÊ·Ï¹®¾ç)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1008	0	0	0	0	0
74009	Àå¹ß ¹­À½¸Ó¸®(°ËÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1009	0	0	0	0	0
74010	Àå¹ß ¹­À½¸Ó¸®(ºÓÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1010	0	0	0	0	0
74011	Àå¹ß ¹­À½¸Ó¸®(¿¬°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1011	0	0	0	0	0
74012	Àå¹ß ¹­À½¸Ó¸®(¿¬·Ï»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1012	0	0	0	0	0
74013	¾ÆÇÁ·Î Çì¾î	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1013	0	0	0	0	0
74014	¾ÆÇÁ·Î Çì¾î	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1013	0	0	0	0	0
74015	Àü¸³	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1014	0	0	0	0	0
74016	Àü¸³	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1014	0	0	0	0	0
74017	ºÓÀº ¿øÅë¸ðÀÚ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1015	0	0	0	0	0
74018	·Î·»½ºÇ³ µÎ°Ç	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1016	0	0	0	0	0
74019	ÅÍ¹ø	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1017	0	0	0	0	0
74020	ÇÒ·ÎÀ© È£¹Ú¸Ó¸®	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	1018	0	0	0	0	0
74251	³ôÀº Æ÷´ÏÅ×ÀÏ(°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2001	0	0	0	0	0
74252	³ôÀº Æ÷´ÏÅ×ÀÏ(ÃÊ·Ï»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2002	0	0	0	0	0
74253	³ôÀº Æ÷´ÏÅ×ÀÏ(Ã»»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2003	0	0	0	0	0
74254	³ôÀº Æ÷´ÏÅ×ÀÏ(¾ÆÀÌº¸¸®)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2004	0	0	0	0	0
74255	¹Ìµð¾ö ¼ôÄÆ(ºÓÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2005	0	0	0	0	0
74256	¹Ìµð¾ö ¼ôÄÆ(°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2006	0	0	0	0	0
74257	¹Ìµð¾ö ¼ôÄÆ(¿¬°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2007	0	0	0	0	0
74258	¹Ìµð¾ö ¼ôÄÆ(º¸¶ó»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2008	0	0	0	0	0
74259	¼ôÄÆ(ºÓÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2009	0	0	0	0	0
74260	¼ôÄÆ(ÇÏ´Ã»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2010	0	0	0	0	0
74261	¼ôÄÆ(°ËÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2011	0	0	0	0	0
74262	¼ôÄÆ(³ë¶õ»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2012	0	0	0	0	0
74263	¾ÆÇÁ·Î Çì¾î	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2013	0	0	0	0	0
74264	¾ÆÇÁ·Î Çì¾î	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2013	0	0	0	0	0
74265	Àü¸ð	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2014	0	0	0	0	0
74266	Àü¸ð	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2014	0	0	0	0	0
74267	»ç¸·¿ë ½ºÄ«ÇÁ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2015	0	0	0	0	0
74268	»ç¸·¿ë µÎ°Ç¼¼Æ®	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2016	0	0	0	0	0
74269	ÅÍ¹ø	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2017	0	0	0	0	0
74270	ÇÒ·ÎÀ© È£¹Ú¸Ó¸®	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	2018	0	0	0	0	0
74501	½ºÆ÷Æ¼(Èò»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3001	0	0	0	0	0
74502	½ºÆ÷Æ¼(°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3002	0	0	0	0	0
74503	½ºÆ÷Æ¼(³ë¶õ»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3003	0	0	0	0	0
74504	½ºÆ÷Æ¼(ÃÊ·Ï»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3004	0	0	0	0	0
74505	Ä«¸®½º¸¶(Èò»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3005	0	0	0	0	0
74506	Ä«¸®½º¸¶(»¡°£»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3006	0	0	0	0	0
74507	Ä«¸®½º¸¶(°ËÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3007	0	0	0	0	0
74508	Ä«¸®½º¸¶(º¸¶ó»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3008	0	0	0	0	0
74509	¼¼·ÃµÈ ¿Ã¹é(Èò»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3009	0	0	0	0	0
74510	¼¼·ÃµÈ ¿Ã¹é(ÇÏ´Ã»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3010	0	0	0	0	0
74511	¼¼·ÃµÈ ¿Ã¹é(°ËÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3011	0	0	0	0	0
74512	¼¼·ÃµÈ ¿Ã¹é(°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3012	0	0	0	0	0
74513	¾ÆÇÁ·Î Çì¾î	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3013	0	0	0	0	0
74514	¾ÆÇÁ·Î Çì¾î	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3013	0	0	0	0	0
74515	Àü¸³	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_HP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3014	0	0	0	0	0
74516	Àü¸³	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_MAX_SP_PCT	1	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3014	0	0	0	0	0
74517	ºÓÀº ¿øÅë¸ðÀÚ	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3015	0	0	0	0	0
74518	·Î·»½ºÇ³ µÎ°Ç	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3016	0	0	0	0	0
74519	ÅÍ¹ø	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_ATTBONUS_MONSTER	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3017	0	0	0	0	0
74520	ÇÒ·ÎÀ© È£¹Ú¸Ó¸®	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_FEMALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_MUDANG	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	604800	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	3018	0	0	0	0	0
74751	³ªºñºñ³à(°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4001	0	0	0	0	0
74752	³ªºñºñ³à(°ËÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4002	0	0	0	0	0
74753	³ªºñºñ³à(ÇÏ´Ã»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4003	0	0	0	0	0
74754	³ªºñºñ³à(Èò»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4004	0	0	0	0	0
74755	¼¼¹Ì·Õ´Ü¹ß(°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4005	0	0	0	0	0
74756	¼¼¹Ì·Õ´Ü¹ß(°ËÀº»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4006	0	0	0	0	0
74757	¼¼¹Ì·Õ´Ü¹ß(³ë¶õ»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SURA	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4007	0	0	0	0	0
74758	¼¼¹Ì·Õ´Ü¹ß(º¸¶ó»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_SHAMAN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4008	0	0	0	0	0
74759	¼¼¹Ì·Õ(¿¬°¥»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_WARRIOR	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4009	0	0	0	0	0
74760	¼¼¹Ì·Õ(³ë¶õ»ö)	ITEM_COSTUME	COSTUME_HAIR	1	ANTI_MALE | ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA	LOG	NONE	NONE	0	0	0	0	0	REAL_TIME_FIRST_USE	2592000	LIMIT_NONE	0	APPLY_ATTBONUS_ASSASSIN	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	4010	0	0	0	0	0
